subject,gender,age,recall,survey,condition,subdesign,structure,distance,item,raw.judgment,zscores
96,F,18,4.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.768279486
97,M,19,3.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,1.006125889
98,M,21,4.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.990559804
99,M,22,3.5,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,1.309380372
100,F,21,3.0,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,5,0.362839718
101,F,21,4.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.908064561
102,M,24,4.0,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,1.444900903
103,M,22,3.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.944856676
104,F,23,4.25,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.83202216
105,F,21,4.5,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.910501883
106,M,25,4.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.957342265
107,M,21,5.0,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,1.183495776
108,F,21,4.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,1.383971337
109,F,23,5.5,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,1.226959479
110,F,25,6.0,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,5,0.501198389
111,M,21,4.0,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,6,0.677267925
112,F,21,4.5,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.947016153
113,M,19,3.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,1.136288202
114,F,19,4.25,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,1.404945426
115,M,20,4.25,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.788997184
116,M,20,5.25,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,6,0.947268532
117,M,21,3.25,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.86277382
118,M,21,3.5,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.678929123
119,F,21,5.25,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,7,1.285767348
120,M,22,4.75,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,5,1.261562377
121,F,22,5.0,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,4,0.308239129
122,F,21,6.25,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,7,1.23091491
123,F,21,6.25,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,6,1.099105149
124,F,24,5.25,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,7,1.009532076
125,M,22,2.75,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,7,1.153480927
126,M,21,3.75,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,7,1.441096251
127,F,22,2.25,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,7,1.039135528
128,M,19,3.75,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,4,0.266768675
129,M,21,2.5,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,6,0.893825938
130,M,21,3.75,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,5,0.976101447
131,F,21,1.75,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,7,1.085701579
132,M,25,2.75,7,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.7.a,6,0.930376243
133,M,24,4.5,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,1,-1.173206008
134,F,21,3.75,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,1,-0.96426767
135,F,20,4.0,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,6,1.07761347
136,M,20,3.75,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,6,0.744775872
137,M,25,3.0,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,7,1.482419975
138,M,20,3.0,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,6,0.587309832
139,F,22,3.75,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,7,0.961490831
140,M,20,4.75,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,6,1.558536702
141,F,19,6.5,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,7,0.960204268
142,M,22,4.0,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.8.a,7,1.174933277
1,F,21,3.5,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,1,-1.150157973
2,F,21,5.75,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,3,-0.699702318
3,M,22,3.5,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,4,0.075560748
4,F,24,5.75,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,1,-1.227359058
5,F,23,3.25,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,5,0.144337567
6,M,24,6.5,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,4,-0.491449884
7,F,21,3.5,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,3,-0.659509826
8,F,21,3.75,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,3,-0.736535462
9,F,22,3.5,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,2,-0.627071423
10,F,21,4.25,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,1,-1.035413102
11,F,25,4.0,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,2,-1.349580282
12,F,22,3.5,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,3,-0.829608845
13,M,19,1.75,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,1,-1.467707964
14,F,18,3.5,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,2,-1.127142947
15,F,20,4.75,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,3,-1.244220214
16,M,21,3.25,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,4,-0.399524617
17,F,21,3.5,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,1,-1.207751896
18,F,21,4.25,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,1,-1.266195449
19,M,20,3.75,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,2,-0.645930576
20,M,22,3.0,1,NP.d.isl.em,np,island,embedded,NP.d.isl.em.1.a,1,-1.952008967
21,M,19,6.25,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,1,-1.100206015
22,F,19,5.25,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,1,-1.419080826
23,M,22,5.25,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,4,-0.345907973
24,F,24,4.5,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,2,-1.037423999
25,M,25,3.0,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,1,-1.371206889
26,M,22,4.5,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,3,-0.562034982
27,M,20,3.75,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,3,-0.653587668
28,M,21,4.0,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,4,-0.430795568
29,F,21,3.0,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,2,-0.695374858
30,M,19,4.75,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,6,1.33967605
31,M,21,5.0,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,4,0.096262981
32,M,19,4.0,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,1,-1.518223489
33,M,19,5.0,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,1,-1.319193074
34,F,18,3.5,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,2,-0.939702674
35,F,21,4.75,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,1,-1.270071329
36,F,20,5.0,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,6,1.142081945
37,F,20,4.5,2,NP.d.isl.em,np,island,embedded,NP.d.isl.em.2.a,5,0.437166396
38,M,20,4.25,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.260486509
39,F,19,4.25,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,2,-0.702964351
40,F,20,2.75,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.364304615
41,F,21,3.5,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.131145692
42,F,22,4.0,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-0.938470235
43,M,21,3.25,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.086997813
44,F,20,4.5,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,5,0.528149571
45,F,23,4.0,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.77851842
46,M,21,3.0,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-2.061938407
47,F,20,2.5,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.664550986
48,M,21,3.75,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.325808551
49,M,21,5.75,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,2,-0.831044401
50,M,21,2.5,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.495844637
51,M,21,4.75,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.189510492
52,F,22,3.0,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.278951808
53,F,19,3.0,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.273367216
54,F,19,3.25,3,NP.d.isl.em,np,island,embedded,NP.d.isl.em.3.a,1,-1.797033685
55,F,21,4.0,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,1,-1.206869466
56,M,21,2.75,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,3,-0.788097448
57,M,21,4.25,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,1,-0.99998893
58,M,20,3.25,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,1,-1.028484519
59,F,21,5.5,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,3,-0.207672961
60,F,20,4.0,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,3,0.0
61,F,20,3.75,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,4,0.17212851
62,F,19,4.0,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,1,-1.498150563
63,M,21,3.75,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,1,-1.004529026
64,F,23,4.75,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,2,-0.629231417
65,F,24,4.0,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,3,-0.319858492
66,M,23,5.5,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,4,0.39556299
67,F,21,4.25,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,2,-1.367624789
68,M,23,4.5,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,1,-1.141513522
69,M,20,3.5,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,2,-0.91812961
70,F,20,2.75,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,2,-0.95122337
71,F,22,4.5,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,3,-0.583617589
72,F,21,4.5,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,4,-0.245245535
73,F,21,4.5,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,3,-0.505749259
74,F,21,3.5,4,NP.d.isl.em,np,island,embedded,NP.d.isl.em.4.a,2,-1.002888224
75,F,22,3.5,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,2,-1.268004801
76,F,21,4.75,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,6,0.765098808
77,F,21,5.25,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,1,-1.266493608
78,M,19,4.25,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,3,-0.337949326
79,M,20,5.25,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,2,-1.392897423
80,F,18,5.0,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,2,-0.87722216
81,M,18,5.5,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,1,-1.0757309
82,M,27,4.0,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,1,-0.980306232
83,F,21,3.0,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,1,-1.264694921
84,M,20,4.5,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,2,-0.992877175
85,F,21,4.5,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,3,-0.828960927
86,F,21,4.5,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,2,-1.195491681
87,F,21,4.75,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,5,-0.041266191
88,F,20,6.0,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,1,-1.536970438
89,F,22,3.5,5,NP.d.isl.em,np,island,embedded,NP.d.isl.em.5.a,2,-1.172940466
90,M,20,4.25,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.577994368
91,M,20,5.25,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.34914003
92,M,22,2.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,2,-1.552252948
93,M,25,4.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,2,-1.378680188
94,F,22,6.0,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.331033325
95,M,21,6.0,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.249985694
96,F,18,4.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,4,-1.489521452
97,M,19,3.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,2,-2.129850909
98,M,21,4.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.310095224
99,M,22,3.5,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,2,-0.903656877
100,F,21,3.0,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.814198591
101,F,21,4.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,4,-0.706272437
102,M,24,4.0,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-0.919482393
103,M,22,3.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,4,-0.303394345
104,F,23,4.25,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,5,0.025212793
105,F,21,4.5,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,3,-0.650358488
106,M,25,4.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.379221907
107,M,21,5.0,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.183495776
108,F,21,4.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,2,-0.786964093
109,F,23,5.5,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.1768795
110,F,25,6.0,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.217196088
111,M,21,4.0,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,2,-1.18038124
112,F,21,4.5,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.183770192
113,M,19,3.75,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,7,1.136288202
114,F,19,4.25,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,5,0.325947339
115,M,20,4.25,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.577994368
116,M,20,5.25,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.34914003
117,M,21,3.25,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.481366371
118,M,21,3.5,6,NP.d.isl.em,np,island,embedded,NP.d.isl.em.6.a,1,-1.8278861
119,F,21,5.25,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,4,-0.116887941
120,M,22,4.75,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,1,-1.090087879
121,F,22,5.0,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,2,-1.036804343
122,F,21,6.25,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,1,-0.984731928
123,F,21,6.25,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,2,-0.549552574
124,F,24,5.25,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,1,-1.373625611
125,M,22,2.75,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,3,-0.417216506
126,M,21,3.75,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,4,-0.21904663
127,F,22,2.25,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,1,-1.393962294
128,M,19,3.75,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,3,-0.40717324
129,M,21,2.5,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,4,-0.115671592
130,M,21,3.75,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,2,-0.873353926
131,F,21,1.75,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,2,-1.220213279
132,M,25,2.75,7,NP.d.isl.em,np,island,embedded,NP.d.isl.em.7.a,7,1.376956839
133,M,24,4.5,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,5,0.369640249
134,F,21,3.75,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,6,1.1206354
135,F,20,4.0,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,2,-0.991404392
136,M,20,3.75,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,3,-0.724371053
137,M,25,3.0,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,2,-0.68697511
138,M,20,3.0,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,3,-0.674968016
139,F,22,3.75,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,2,-1.257334164
140,M,20,4.75,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,1,-0.793971527
141,F,19,6.5,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,1,-1.167017495
142,M,22,4.0,8,NP.d.isl.em,np,island,embedded,NP.d.isl.em.8.a,2,-0.913836993
1,F,21,3.5,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,6,0.630731791
2,F,21,5.75,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,3,-0.699702318
3,M,22,3.5,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,5,0.528925236
4,F,24,5.75,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,0.981887246
5,F,23,3.25,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,4,-0.625462792
6,M,24,6.5,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,1.234618001
7,F,21,3.5,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,1.028835328
8,F,21,3.75,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,6,0.696722734
9,F,22,3.5,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,1.37955713
10,F,21,4.25,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,6,1.035413102
11,F,25,4.0,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,1.32727317
12,F,22,3.5,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,1.186655689
13,M,19,1.75,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,0.667139983
14,F,18,3.5,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,1.002890969
15,F,20,4.75,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,0.851308568
16,M,21,3.25,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,4,-0.399524617
17,F,21,3.5,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,1,-1.207751896
18,F,21,4.25,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,7,1.181215889
19,M,20,3.75,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,2,-0.645930576
20,M,22,3.0,1,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.1.a,4,-0.51787993
21,M,19,6.25,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,6,1.300243473
22,F,19,5.25,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,6,0.92974261
23,M,22,5.25,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,7,0.931290697
24,F,24,4.5,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,6,0.650587931
25,M,25,3.0,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,5,0.360843918
26,M,22,4.5,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,7,1.150833535
27,M,20,3.75,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,7,1.670279597
28,M,21,4.0,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,5,0.128074358
29,F,21,3.0,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,7,1.222900612
30,M,19,4.75,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,6,1.33967605
31,M,21,5.0,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,7,2.406574525
32,M,19,4.0,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,6,0.927237164
33,M,19,5.0,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,7,1.414099051
34,F,18,3.5,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,7,1.056126015
35,F,21,4.75,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,7,1.105127
36,F,20,5.0,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,1,-1.262301097
37,F,20,4.5,2,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.2.a,1,-1.117203012
38,M,20,4.25,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,4,0.239596609
39,F,19,4.25,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,5,0.702964351
40,F,20,2.75,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,1.187122197
41,F,21,3.5,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,2.656877091
42,F,22,4.0,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,2.168189853
43,M,21,3.25,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,1.086997813
44,F,20,4.5,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,2,-0.880249285
45,F,23,4.0,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,1.383292104
46,M,21,3.0,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,1.581241109
47,F,20,2.5,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,6,0.494866509
48,M,21,3.75,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,1.994477211
49,M,21,5.75,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,6,0.941850321
50,M,21,2.5,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,0.858271513
51,M,21,4.75,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,6,0.664272093
52,F,22,3.0,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,1.429416726
53,F,19,3.0,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,7,1.139328562
54,F,19,3.25,3,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.3.a,6,0.681633467
55,F,21,4.0,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,7,1.035571865
56,M,21,2.75,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,5,0.16959059
57,M,21,4.25,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,7,1.322566004
58,M,20,3.25,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,6,0.870256131
59,F,21,5.5,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,3,-0.207672961
60,F,20,4.0,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,4,0.525804705
61,F,20,3.75,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,6,1.144148331
62,F,19,4.0,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,6,0.707715297
63,M,21,3.75,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,7,1.386416094
64,F,23,4.75,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,7,1.384309117
65,F,24,4.0,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,6,0.892236846
66,M,23,5.5,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,5,0.908725788
67,F,21,4.25,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,7,0.943853727
68,M,23,4.5,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,6,0.887843851
69,M,20,3.5,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,3,-0.345789074
70,F,20,2.75,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,6,0.59652991
71,F,22,4.5,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,4,-0.108810059
72,F,21,4.5,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,6,0.931933035
73,F,21,4.5,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,5,0.252874629
